○ 통계표명 :,전국 및 시도별 치매유병현황,,,,,,
○ 수록기간 :,년 2015 ~ 2065,,,,,,
○ 출처1 :,치매유병현황: 중앙치매센터,,,,,,
○ 출처2 :,"노인인구수: 통계청(주민인구연앙인구, 2015-2018)
통계청(장래인구추계, 2019-2065)",,,,,,
○ 자료다운일자 :,2019-12-02 14:32,,,,,,
○ 통계표URL :,https://www.nid.or.kr/info/ub_2019.aspx?no=43406,,,,,,
2018,전라남도,광양시,전체,75~79세,"3,797",456,12.02%
2018,전라남도,광양시,전체,80~84세,"2,741",581,21.19%
2018,전라남도,광양시,전체,85세이상,"1,968",737,37.44%
2018,전라남도,광양시,전체,60세이상,"26,371","2,058",7.80%
2018,전라남도,광양시,전체,65세이상,"17,931","2,003",11.17%
2018,전라남도,담양군,전체,65~69세,"3,320",47,1.41%
2018,전라남도,담양군,전체,70~74세,"2,976",114,3.84%
2018,전라남도,담양군,전체,75~79세,"3,487",418,11.97%
2018,전라남도,담양군,전체,80~84세,"2,233",474,21.22%
2018,전라남도,담양군,전체,85세이상,"1,582",609,38.51%
2018,전라남도,담양군,전체,60세이상,"17,548","1,687",9.61%
2018,전라남도,담양군,전체,65세이상,"13,598","1,662",12.22%
2018,전라남도,곡성군,전체,65~69세,"2,141",30,1.40%
2018,전라남도,곡성군,전체,70~74세,"2,012",77,3.81%
2018,전라남도,곡성군,전체,75~79세,"2,521",305,12.10%
2018,전라남도,곡성군,전체,80~84세,"1,979",420,21.25%
2018,전라남도,곡성군,전체,85세이상,"1,339",509,38.02%
2018,전라남도,곡성군,전체,60세이상,"12,364","1,356",10.97%
2018,전라남도,곡성군,전체,65세이상,"9,990","1,341",13.42%
2018,전라남도,구례군,전체,65~69세,"1,934",27,1.38%
2018,전라남도,구례군,전체,70~74세,"1,864",71,3.81%
2018,전라남도,구례군,전체,75~79세,"2,212",268,12.11%
2018,전라남도,구례군,전체,80~84세,"1,458",309,21.17%
2018,전라남도,구례군,전체,85세이상,974,374,38.42%
2018,전라남도,구례군,전체,60세이상,"10,617","1,062",10%
2018,전라남도,구례군,전체,65세이상,"8,442","1,048",12.42%
2018,전라남도,고흥군,전체,65~69세,"5,916",82,1.39%
2018,전라남도,고흥군,전체,70~74세,"5,401",206,3.82%
2018,전라남도,고흥군,전체,75~79세,"6,320",758,12%
2018,전라남도,고흥군,전체,80~84세,"4,425",939,21.21%
2018,전라남도,고흥군,전체,85세이상,"3,375","1,290",38.22%
2018,전라남도,고흥군,전체,60세이상,"31,323","3,311",10.57%
2018,전라남도,고흥군,전체,65세이상,"25,435","3,275",12.87%
2018,전라남도,보성군,전체,65~69세,"3,447",48,1.38%
2018,전라남도,보성군,전체,70~74세,"3,090",118,3.83%
2018,전라남도,보성군,전체,75~79세,"3,914",472,12.07%
2018,전라남도,보성군,전체,80~84세,"2,798",596,21.29%
2018,전라남도,보성군,전체,85세이상,"2,009",770,38.36%
2018,전라남도,보성군,전체,60세이상,"18,880","2,027",10.74%
2018,전라남도,보성군,전체,65세이상,"15,257","2,004",13.14%
2018,전라남도,화순군,전체,65~69세,"3,694",52,1.39%
2018,전라남도,화순군,전체,70~74세,"3,506",133,3.79%
2018,전라남도,화순군,전체,75~79세,"4,102",496,12.10%
2018,전라남도,화순군,전체,80~84세,"2,735",583,21.33%
2018,전라남도,화순군,전체,85세이상,"1,764",679,38.48%
2018,전라남도,화순군,전체,60세이상,"20,184","1,971",9.76%
2018,전라남도,화순군,전체,65세이상,"15,800","1,942",12.29%
2018,전라남도,장흥군,전체,65~69세,"2,785",39,1.40%
2018,전라남도,장흥군,전체,70~74세,"2,664",102,3.82%
2018,전라남도,장흥군,전체,75~79세,"3,149",379,12.03%
2018,전라남도,장흥군,전체,80~84세,"2,330",496,21.31%
2018,전라남도,장흥군,전체,85세이상,"1,637",620,37.90%
2018,전라남도,장흥군,전체,60세이상,"15,796","1,656",10.48%
2018,전라남도,장흥군,전체,65세이상,"12,565","1,636",13.02%
2018,전라남도,강진군,전체,65~69세,"2,698",37,1.39%
2018,전라남도,강진군,전체,70~74세,"2,568",98,3.81%
2018,전라남도,강진군,전체,75~79세,"2,954",356,12.07%
2018,전라남도,강진군,전체,80~84세,"2,059",438,21.28%
2018,전라남도,강진군,전체,85세이상,"1,448",545,37.63%
2018,전라남도,강진군,전체,60세이상,"14,668","1,493",10.18%
2018,전라남도,강진군,전체,65세이상,"11,726","1,474",12.57%
2018,전라남도,해남군,전체,65~69세,"5,322",74,1.39%
2018,전라남도,해남군,전체,70~74세,"4,934",189,3.83%
2018,전라남도,해남군,전체,75~79세,"5,443",653,11.99%
2018,전라남도,해남군,전체,80~84세,"3,555",757,21.30%
2018,전라남도,해남군,전체,85세이상,"2,422",911,37.60%
2018,전라남도,해남군,전체,60세이상,"27,621","2,620",9.49%
2018,전라남도,해남군,전체,65세이상,"21,675","2,583",11.92%
2018,전라남도,영암군,전체,65~69세,"3,257",45,1.39%
2018,전라남도,영암군,전체,70~74세,"3,056",116,3.80%
2018,전라남도,영암군,전체,75~79세,"3,490",420,12.03%
2018,전라남도,영암군,전체,80~84세,"2,362",502,21.24%
2018,전라남도,영암군,전체,85세이상,"1,500",572,38.13%
2018,전라남도,영암군,전체,60세이상,"17,511","1,679",9.59%
2018,전라남도,영암군,전체,65세이상,"13,664","1,655",12.11%
2018,전라남도,무안군,전체,65~69세,"4,489",63,1.40%
2018,전라남도,무안군,전체,70~74세,"3,850",148,3.85%
2018,전라남도,무안군,전체,75~79세,"3,988",480,12.02%
2018,전라남도,무안군,전체,80~84세,"2,450",522,21.32%
2018,전라남도,무안군,전체,85세이상,"1,652",620,37.55%
2018,전라남도,무안군,전체,60세이상,"21,623","1,865",8.62%
2018,전라남도,무안군,전체,65세이상,"16,428","1,833",11.16%
2018,전라남도,함평군,전체,65~69세,"2,494",34,1.38%
2018,전라남도,함평군,전체,70~74세,"2,464",93,3.79%
2018,전라남도,함평군,전체,75~79세,"3,045",367,12.05%
2018,전라남도,함평군,전체,80~84세,"2,032",434,21.36%
2018,전라남도,함평군,전체,85세이상,"1,307",499,38.21%
2018,전라남도,함평군,전체,60세이상,"14,209","1,447",10.18%
2018,전라남도,함평군,전체,65세이상,"11,341","1,428",12.59%
2018,전라남도,영광군,전체,65~69세,"3,670",51,1.38%
2018,전라남도,영광군,전체,70~74세,"3,477",133,3.82%
2018,전라남도,영광군,전체,75~79세,"3,883",466,12.01%
2018,전라남도,영광군,전체,80~84세,"2,415",512,21.22%
2018,전라남도,영광군,전체,85세이상,"1,451",548,37.79%
2018,전라남도,영광군,전체,60세이상,"19,076","1,737",9.10%
2018,전라남도,영광군,전체,65세이상,"14,896","1,710",11.48%
2018,전라남도,장성군,전체,65~69세,"3,079",43,1.39%
2018,전라남도,장성군,전체,70~74세,"2,812",108,3.84%
2018,전라남도,장성군,전체,75~79세,"3,277",392,11.96%
2018,전라남도,장성군,전체,80~84세,"2,245",476,21.22%
2018,전라남도,장성군,전체,85세이상,"1,343",513,38.23%
2018,전라남도,장성군,전체,60세이상,"16,198","1,555",9.60%
2018,전라남도,장성군,전체,65세이상,"12,755","1,533",12.02%
2018,전라남도,완도군,전체,65~69세,"3,782",53,1.39%
2018,전라남도,완도군,전체,70~74세,"3,693",142,3.84%
2018,전라남도,완도군,전체,75~79세,"4,065",486,11.96%
2018,전라남도,완도군,전체,80~84세,"2,523",536,21.23%
2018,전라남도,완도군,전체,85세이상,"1,627",615,37.82%
2018,전라남도,완도군,전체,60세이상,"19,857","1,858",9.36%
2018,전라남도,완도군,전체,65세이상,"15,690","1,831",11.67%
2018,전라남도,진도군,전체,65~69세,"2,332",33,1.39%
2018,전라남도,진도군,전체,70~74세,"2,325",89,3.83%
2018,전라남도,진도군,전체,75~79세,"2,723",330,12.10%
2018,전라남도,진도군,전체,80~84세,"1,646",353,21.47%
2018,전라남도,진도군,전체,85세이상,"1,054",393,37.30%
2018,전라남도,진도군,전체,60세이상,"12,568","1,213",9.66%
2018,전라남도,진도군,전체,65세이상,"10,079","1,197",11.88%
2018,전라남도,신안군,전체,65~69세,"3,276",46,1.42%
2018,전라남도,신안군,전체,70~74세,"3,245",125,3.86%
2018,전라남도,신안군,전체,75~79세,"3,581",431,12.03%
2018,전라남도,신안군,전체,80~84세,"2,389",510,21.34%
2018,전라남도,신안군,전체,85세이상,"1,413",531,37.60%
2018,전라남도,신안군,전체,60세이상,"17,697","1,669",9.43%
2018,전라남도,신안군,전체,65세이상,"13,902","1,643",11.82%
2018,경상북도,경상북도,전체,65~69세,"154,313","2,151",1.39%
2018,경상북도,경상북도,전체,70~74세,"113,564","4,366",3.84%
2018,경상북도,경상북도,전체,75~79세,"117,775","14,095",11.97%
2018,경상북도,경상북도,전체,80~84세,"79,144","16,743",21.16%
2018,경상북도,경상북도,전체,85세이상,"52,477","20,080",38.26%
2018,경상북도,경상북도,전체,60세이상,"719,026","58,689",8.16%
2018,경상북도,경상북도,전체,65세이상,"517,273","57,435",11.10%
2018,경상북도,포항시,전체,65~69세,"27,244",384,1.41%
2018,경상북도,포항시,전체,70~74세,"17,710",687,3.88%
2018,경상북도,포항시,전체,75~79세,"14,836","1,762",11.87%
2018,경상북도,포항시,전체,80~84세,"8,669","1,839",21.22%
2018,경상북도,포항시,전체,85세이상,"5,959","2,239",37.58%
2018,경상북도,포항시,전체,60세이상,"114,603","7,160",6.25%
2018,경상북도,포항시,전체,65세이상,"74,417","6,911",9.29%
2018,경상북도,남구,전체,65~69세,"13,088",185,1.41%
2018,경상북도,남구,전체,70~74세,"8,358",325,3.89%
2018,경상북도,남구,전체,75~79세,"6,714",794,11.82%
2018,경상북도,남구,전체,80~84세,"3,848",818,21.26%
2018,경상북도,남구,전체,85세이상,"2,523",944,37.40%
2018,경상북도,남구,전체,60세이상,"53,652","3,185",5.94%
2018,경상북도,남구,전체,65세이상,"34,530","3,066",8.88%
2018,경상북도,북구,전체,65~69세,"14,156",199,1.41%
2018,경상북도,북구,전체,70~74세,"9,352",362,3.87%
2018,경상북도,북구,전체,75~79세,"8,122",968,11.92%
2018,경상북도,북구,전체,80~84세,"4,821","1,021",21.18%
2018,경상북도,북구,전체,85세이상,"3,437","1,296",37.70%
2018,경상북도,북구,전체,60세이상,"60,951","3,975",6.52%
2018,경상북도,북구,전체,65세이상,"39,887","3,845",9.64%
2018,경상북도,경주시,전체,65~69세,"15,687",217,1.38%
2018,경상북도,경주시,전체,70~74세,"11,511",443,3.84%
2018,경상북도,경주시,전체,75~79세,"11,439","1,372",12%
2018,경상북도,경주시,전체,80~84세,"7,602","1,615",21.25%
2018,경상북도,경주시,전체,85세이상,"4,991","1,901",38.09%
2018,경상북도,경주시,전체,60세이상,"71,574","5,673",7.93%
2018,경상북도,경주시,전체,65세이상,"51,230","5,548",10.83%
2018,경상북도,김천시,전체,65~69세,"8,539",119,1.39%
2018,경상북도,김천시,전체,70~74세,"6,399",246,3.84%
2018,경상북도,김천시,전체,75~79세,"6,718",811,12.07%
2018,경상북도,김천시,전체,80~84세,"4,829","1,020",21.12%
2018,경상북도,김천시,전체,85세이상,"3,256","1,255",38.56%
2018,경상북도,김천시,전체,60세이상,"40,544","3,516",8.67%
2018,경상북도,김천시,전체,65세이상,"29,739","3,450",11.60%
2018,경상북도,안동시,전체,65~69세,"10,158",141,1.39%
2018,경상북도,안동시,전체,70~74세,"7,979",306,3.84%
2018,경상북도,안동시,전체,75~79세,"8,548","1,018",11.91%
2018,경상북도,안동시,전체,80~84세,"5,527","1,163",21.03%
2018,경상북도,안동시,전체,85세이상,"3,965","1,524",38.43%
2018,경상북도,안동시,전체,60세이상,"48,931","4,229",8.64%
2018,경상북도,안동시,전체,65세이상,"36,176","4,151",11.48%
2018,경상북도,구미시,전체,65~69세,"11,763",165,1.40%
2018,경상북도,구미시,전체,70~74세,"7,551",290,3.83%
2018,경상북도,구미시,전체,75~79세,"7,101",856,12.05%
2018,경상북도,구미시,전체,80~84세,"4,666",993,21.28%
2018,경상북도,구미시,전체,85세이상,"3,238","1,227",37.88%
2018,경상북도,구미시,전체,60세이상,"53,451","3,653",6.83%
2018,경상북도,구미시,전체,65세이상,"34,318","3,530",10.29%
2018,경상북도,영주시,전체,65~69세,"7,422",103,1.39%
2018,경상북도,영주시,전체,70~74세,"5,605",216,3.85%
2018,경상북도,영주시,전체,75~79세,"6,067",722,11.90%
2018,경상북도,영주시,전체,80~84세,"3,959",831,21%
2018,경상북도,영주시,전체,85세이상,"2,751","1,056",38.39%
2018,경상북도,영주시,전체,60세이상,"35,100","2,984",8.50%
2018,경상북도,영주시,전체,65세이상,"25,804","2,928",11.35%
2018,경상북도,영천시,전체,65~69세,"7,615",106,1.39%
2018,경상북도,영천시,전체,70~74세,"5,782",222,3.85%
2018,경상북도,영천시,전체,75~79세,"6,191",741,11.97%
2018,경상북도,영천시,전체,80~84세,"4,148",877,21.15%
2018,경상북도,영천시,전체,85세이상,"2,439",946,38.77%
2018,경상북도,영천시,전체,60세이상,"35,064","2,949",8.41%
2018,경상북도,영천시,전체,65세이상,"26,175","2,892",11.05%
2018,경상북도,상주시,전체,65~69세,"7,511",104,1.39%
2018,경상북도,상주시,전체,70~74세,"5,803",222,3.83%
2018,경상북도,상주시,전체,75~79세,"6,904",832,12.06%
2018,경상북도,상주시,전체,80~84세,"5,000","1,059",21.18%
2018,경상북도,상주시,전체,85세이상,"3,398","1,295",38.10%
2018,경상북도,상주시,전체,60세이상,"37,626","3,568",9.48%
2018,경상북도,상주시,전체,65세이상,"28,614","3,512",12.27%
2018,경상북도,문경시,전체,65~69세,"5,430",75,1.38%
2018,경상북도,문경시,전체,70~74세,"4,337",166,3.82%
2018,경상북도,문경시,전체,75~79세,"4,773",571,11.96%
2018,경상북도,문경시,전체,80~84세,"3,254",691,21.24%
2018,경상북도,문경시,전체,85세이상,"2,144",820,38.27%
2018,경상북도,문경시,전체,60세이상,"26,597","2,363",8.88%
2018,경상북도,문경시,전체,65세이상,"19,937","2,323",11.65%
2018,경상북도,경산시,전체,65~69세,"12,914",178,1.38%
2018,경상북도,경산시,전체,70~74세,"9,108",349,3.84%
2018,경상북도,경산시,전체,75~79세,"8,475","1,010",11.92%
2018,경상북도,경산시,전체,80~84세,"5,332","1,124",21.09%
2018,경상북도,경산시,전체,85세이상,"3,143","1,213",38.60%
2018,경상북도,경산시,전체,60세이상,"55,838","3,978",7.12%
2018,경상북도,경산시,전체,65세이상,"38,971","3,875",9.94%
2018,경상북도,군위군,전체,65~69세,"2,253",32,1.41%
2018,경상북도,군위군,전체,70~74세,"1,897",73,3.86%
2018,경상북도,군위군,전체,75~79세,"2,189",261,11.92%
2018,경상북도,군위군,전체,80~84세,"1,618",341,21.05%
2018,경상북도,군위군,전체,85세이상,942,365,38.75%
2018,경상북도,군위군,전체,60세이상,"11,448","1,088",9.51%
2018,경상북도,군위군,전체,65세이상,"8,899","1,072",12.04%
2018,경상북도,의성군,전체,65~69세,"5,022",70,1.39%
2018,경상북도,의성군,전체,70~74세,"4,059",155,3.83%
2018,경상북도,의성군,전체,75~79세,"5,131",612,11.93%
2018,경상북도,의성군,전체,80~84세,"3,713",785,21.15%
2018,경상북도,의성군,전체,85세이상,"2,353",908,38.57%
2018,경상북도,의성군,전체,60세이상,"26,007","2,566",9.87%
2018,경상북도,의성군,전체,65세이상,"20,278","2,530",12.48%
2018,경상북도,청송군,전체,65~69세,"2,292",32,1.40%
2018,경상북도,청송군,전체,70~74세,"1,949",75,3.84%
2018,경상북도,청송군,전체,75~79세,"2,214",265,11.96%
2018,경상북도,청송군,전체,80~84세,"1,422",299,20.99%
2018,경상북도,청송군,전체,85세이상,922,360,39.02%
2018,경상북도,청송군,전체,60세이상,"11,451","1,046",9.14%
2018,경상북도,청송군,전체,65세이상,"8,798","1,030",11.71%
2018,경상북도,영양군,전체,65~69세,"1,451",20,1.40%
2018,경상북도,영양군,전체,70~74세,"1,242",47,3.82%
2018,경상북도,영양군,전체,75~79세,"1,571",187,11.89%
2018,경상북도,영양군,전체,80~84세,"1,009",214,21.23%
2018,경상북도,영양군,전체,85세이상,682,263,38.52%
2018,경상북도,영양군,전체,60세이상,"7,660",742,9.68%
2018,경상북도,영양군,전체,65세이상,"5,954",731,12.28%
2018,경상북도,영덕군,전체,65~69세,"3,252",45,1.38%
2018,경상북도,영덕군,전체,70~74세,"2,789",105,3.78%
2018,경상북도,영덕군,전체,75~79세,"3,431",415,12.09%
2018,경상북도,영덕군,전체,80~84세,"2,186",464,21.23%
2018,경상북도,영덕군,전체,85세이상,"1,466",559,38.11%
2018,경상북도,영덕군,전체,60세이상,"16,790","1,609",9.59%
2018,경상북도,영덕군,전체,65세이상,"13,123","1,587",12.10%
2018,경상북도,청도군,전체,65~69세,"4,245",59,1.40%
2018,경상북도,청도군,전체,70~74세,"2,964",115,3.88%
2018,경상북도,청도군,전체,75~79세,"3,335",400,11.99%
2018,경상북도,청도군,전체,80~84세,"2,604",553,21.24%
2018,경상북도,청도군,전체,85세이상,"1,758",670,38.10%
2018,경상북도,청도군,전체,60세이상,"19,383","1,824",9.41%
2018,경상북도,청도군,전체,65세이상,"14,904","1,796",12.05%
2018,경상북도,고령군,전체,65~69세,"2,591",36,1.40%
2018,경상북도,고령군,전체,70~74세,"1,954",75,3.85%
2018,경상북도,고령군,전체,75~79세,"2,166",262,12.07%
2018,경상북도,고령군,전체,80~84세,"1,577",333,21.10%
2018,경상북도,고령군,전체,85세이상,982,381,38.81%
2018,경상북도,고령군,전체,60세이상,"12,285","1,107",9.01%
2018,경상북도,고령군,전체,65세이상,"9,270","1,087",11.72%
2018,경상북도,성주군,전체,65~69세,"3,842",54,1.40%
2018,경상북도,성주군,전체,70~74세,"2,713",105,3.87%
2018,경상북도,성주군,전체,75~79세,"2,845",337,11.86%
2018,경상북도,성주군,전체,80~84세,"2,053",436,21.26%
